base,fluoride,substrate,yield
CN1CCCN2CCCN=C12,O=[N+]([O-])c1ccc(S(=O)(=O)F)cc1,CC(C)(C)OC(=O)N1[C@@H]2CC[C@H]1C[C@@H](O)C2,41
CN1CCCN2CCCN=C12,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC(C)(C)OC(=O)N1[C@@H]2CC[C@H]1C[C@@H](O)C2,44
CN(C)C(=NC(C)(C)C)N(C)C,O=S(=O)(F)c1ccc(Cl)cc1,CC(C)(C)OC(=O)N1[C@@H]2CC[C@H]1C[C@@H](O)C2,1
CN(C)C(=NC(C)(C)C)N(C)C,O=S(=O)(F)c1ccccn1,CC(C)(C)OC(=O)N1[C@@H]2CC[C@H]1C[C@@H](O)C2,20
CN(C)C(=NC(C)(C)C)N(C)C,O=S(=O)(F)c1ccc(C(F)(F)F)cc1,CC(C)(C)OC(=O)N1[C@@H]2CC[C@H]1C[C@@H](O)C2,26
CN(C)C(=NC(C)(C)C)N(C)C,O=[N+]([O-])c1ccc(S(=O)(=O)F)cc1,CC(C)(C)OC(=O)N1[C@@H]2CC[C@H]1C[C@@H](O)C2,38
CN(C)C(=NC(C)(C)C)N(C)C,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC(C)(C)OC(=O)N1[C@@H]2CC[C@H]1C[C@@H](O)C2,52
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=S(=O)(F)c1ccc(Cl)cc1,CC(C)(C)OC(=O)N1[C@@H]2CC[C@H]1C[C@@H](O)C2,11
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=S(=O)(F)c1ccccn1,CC(C)(C)OC(=O)N1[C@@H]2CC[C@H]1C[C@@H](O)C2,24
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=S(=O)(F)c1ccc(C(F)(F)F)cc1,CC(C)(C)OC(=O)N1[C@@H]2CC[C@H]1C[C@@H](O)C2,32
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=[N+]([O-])c1ccc(S(=O)(=O)F)cc1,CC(C)(C)OC(=O)N1[C@@H]2CC[C@H]1C[C@@H](O)C2,28
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC(C)(C)OC(=O)N1[C@@H]2CC[C@H]1C[C@@H](O)C2,50
C1CCC2=NCCCN2CC1,O=S(=O)(F)c1ccc(Cl)cc1,OCc1ccc(-c2ccccc2)cc1,11
C1CCC2=NCCCN2CC1,O=S(=O)(F)c1ccccn1,OCc1ccc(-c2ccccc2)cc1,12
C1CCC2=NCCCN2CC1,O=S(=O)(F)c1ccc(C(F)(F)F)cc1,OCc1ccc(-c2ccccc2)cc1,17
C1CCC2=NCCCN2CC1,O=[N+]([O-])c1ccc(S(=O)(=O)F)cc1,OCc1ccc(-c2ccccc2)cc1,21
C1CCC2=NCCCN2CC1,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OCc1ccc(-c2ccccc2)cc1,23
CN1CCCN2CCCN=C12,O=S(=O)(F)c1ccc(Cl)cc1,OCc1ccc(-c2ccccc2)cc1,36
CN1CCCN2CCCN=C12,O=S(=O)(F)c1ccccn1,OCc1ccc(-c2ccccc2)cc1,26
CN1CCCN2CCCN=C12,O=S(=O)(F)c1ccc(C(F)(F)F)cc1,OCc1ccc(-c2ccccc2)cc1,36
CN1CCCN2CCCN=C12,O=[N+]([O-])c1ccc(S(=O)(=O)F)cc1,OCc1ccc(-c2ccccc2)cc1,41
CN1CCCN2CCCN=C12,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OCc1ccc(-c2ccccc2)cc1,37
CN(C)C(=NC(C)(C)C)N(C)C,O=S(=O)(F)c1ccc(Cl)cc1,OCc1ccc(-c2ccccc2)cc1,83
CN(C)C(=NC(C)(C)C)N(C)C,O=S(=O)(F)c1ccccn1,OCc1ccc(-c2ccccc2)cc1,57
CN(C)C(=NC(C)(C)C)N(C)C,O=S(=O)(F)c1ccc(C(F)(F)F)cc1,OCc1ccc(-c2ccccc2)cc1,83
CN(C)C(=NC(C)(C)C)N(C)C,O=[N+]([O-])c1ccc(S(=O)(=O)F)cc1,OCc1ccc(-c2ccccc2)cc1,83
CN(C)C(=NC(C)(C)C)N(C)C,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OCc1ccc(-c2ccccc2)cc1,48
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=S(=O)(F)c1ccc(Cl)cc1,OCc1ccc(-c2ccccc2)cc1,92
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=S(=O)(F)c1ccccn1,OCc1ccc(-c2ccccc2)cc1,77
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=S(=O)(F)c1ccc(C(F)(F)F)cc1,OCc1ccc(-c2ccccc2)cc1,99
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=[N+]([O-])c1ccc(S(=O)(=O)F)cc1,OCc1ccc(-c2ccccc2)cc1,91
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OCc1ccc(-c2ccccc2)cc1,68
C1CCC2=NCCCN2CC1,O=S(=O)(F)c1ccc(Cl)cc1,CCCN(CCC)S(=O)(=O)c1ccc(CO)cc1,18
C1CCC2=NCCCN2CC1,O=S(=O)(F)c1ccccn1,CCCN(CCC)S(=O)(=O)c1ccc(CO)cc1,17
C1CCC2=NCCCN2CC1,O=S(=O)(F)c1ccc(C(F)(F)F)cc1,CCCN(CCC)S(=O)(=O)c1ccc(CO)cc1,9
C1CCC2=NCCCN2CC1,O=[N+]([O-])c1ccc(S(=O)(=O)F)cc1,CCCN(CCC)S(=O)(=O)c1ccc(CO)cc1,28
C1CCC2=NCCCN2CC1,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCN(CCC)S(=O)(=O)c1ccc(CO)cc1,29
CN1CCCN2CCCN=C12,O=S(=O)(F)c1ccc(Cl)cc1,CCCN(CCC)S(=O)(=O)c1ccc(CO)cc1,36
CN1CCCN2CCCN=C12,O=S(=O)(F)c1ccccn1,CCCN(CCC)S(=O)(=O)c1ccc(CO)cc1,41
CN1CCCN2CCCN=C12,O=S(=O)(F)c1ccc(C(F)(F)F)cc1,CCCN(CCC)S(=O)(=O)c1ccc(CO)cc1,38
CN1CCCN2CCCN=C12,O=[N+]([O-])c1ccc(S(=O)(=O)F)cc1,CCCN(CCC)S(=O)(=O)c1ccc(CO)cc1,42
CN1CCCN2CCCN=C12,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCN(CCC)S(=O)(=O)c1ccc(CO)cc1,44
CN(C)C(=NC(C)(C)C)N(C)C,O=S(=O)(F)c1ccc(Cl)cc1,CCCN(CCC)S(=O)(=O)c1ccc(CO)cc1,79
CN(C)C(=NC(C)(C)C)N(C)C,O=S(=O)(F)c1ccccn1,CCCN(CCC)S(=O)(=O)c1ccc(CO)cc1,74
CN(C)C(=NC(C)(C)C)N(C)C,O=S(=O)(F)c1ccc(C(F)(F)F)cc1,CCCN(CCC)S(=O)(=O)c1ccc(CO)cc1,85
CN(C)C(=NC(C)(C)C)N(C)C,O=[N+]([O-])c1ccc(S(=O)(=O)F)cc1,CCCN(CCC)S(=O)(=O)c1ccc(CO)cc1,84
CN(C)C(=NC(C)(C)C)N(C)C,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCN(CCC)S(=O)(=O)c1ccc(CO)cc1,66
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=S(=O)(F)c1ccc(Cl)cc1,CCCN(CCC)S(=O)(=O)c1ccc(CO)cc1,90
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=S(=O)(F)c1ccccn1,CCCN(CCC)S(=O)(=O)c1ccc(CO)cc1,85
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=S(=O)(F)c1ccc(C(F)(F)F)cc1,CCCN(CCC)S(=O)(=O)c1ccc(CO)cc1,97
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=[N+]([O-])c1ccc(S(=O)(=O)F)cc1,CCCN(CCC)S(=O)(=O)c1ccc(CO)cc1,89
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCN(CCC)S(=O)(=O)c1ccc(CO)cc1,68
C1CCC2=NCCCN2CC1,O=S(=O)(F)c1ccc(Cl)cc1,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnnn2C(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,33
C1CCC2=NCCCN2CC1,O=S(=O)(F)c1ccccn1,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnnn2C(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,8
C1CCC2=NCCCN2CC1,O=S(=O)(F)c1ccc(C(F)(F)F)cc1,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnnn2C(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,36
C1CCC2=NCCCN2CC1,O=[N+]([O-])c1ccc(S(=O)(=O)F)cc1,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnnn2C(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,37
C1CCC2=NCCCN2CC1,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnnn2C(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,33
CN1CCCN2CCCN=C12,O=S(=O)(F)c1ccc(Cl)cc1,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnnn2C(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,38
CN1CCCN2CCCN=C12,O=S(=O)(F)c1ccccn1,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnnn2C(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,9
CN1CCCN2CCCN=C12,O=S(=O)(F)c1ccc(C(F)(F)F)cc1,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnnn2C(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,38
CN1CCCN2CCCN=C12,O=[N+]([O-])c1ccc(S(=O)(=O)F)cc1,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnnn2C(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,40
CN1CCCN2CCCN=C12,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnnn2C(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,39
CN(C)C(=NC(C)(C)C)N(C)C,O=S(=O)(F)c1ccc(Cl)cc1,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnnn2C(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,45
CN(C)C(=NC(C)(C)C)N(C)C,O=S(=O)(F)c1ccccn1,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnnn2C(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,7
CN(C)C(=NC(C)(C)C)N(C)C,O=S(=O)(F)c1ccc(C(F)(F)F)cc1,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnnn2C(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,44
CN(C)C(=NC(C)(C)C)N(C)C,O=[N+]([O-])c1ccc(S(=O)(=O)F)cc1,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnnn2C(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,49
CN(C)C(=NC(C)(C)C)N(C)C,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnnn2C(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,39
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=S(=O)(F)c1ccc(Cl)cc1,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnnn2C(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,47
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=S(=O)(F)c1ccccn1,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnnn2C(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,5
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=S(=O)(F)c1ccc(C(F)(F)F)cc1,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnnn2C(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,44
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=[N+]([O-])c1ccc(S(=O)(=O)F)cc1,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnnn2C(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,48
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnnn2C(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,47
C1CCC2=NCCCN2CC1,O=S(=O)(F)c1ccc(Cl)cc1,Cc1cc(C)n(CO)n1,38
C1CCC2=NCCCN2CC1,O=S(=O)(F)c1ccccn1,Cc1cc(C)n(CO)n1,30
C1CCC2=NCCCN2CC1,O=S(=O)(F)c1ccc(C(F)(F)F)cc1,Cc1cc(C)n(CO)n1,43
C1CCC2=NCCCN2CC1,O=[N+]([O-])c1ccc(S(=O)(=O)F)cc1,Cc1cc(C)n(CO)n1,46
C1CCC2=NCCCN2CC1,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Cc1cc(C)n(CO)n1,47
CN1CCCN2CCCN=C12,O=S(=O)(F)c1ccc(Cl)cc1,Cc1cc(C)n(CO)n1,59
CN1CCCN2CCCN=C12,O=S(=O)(F)c1ccccn1,Cc1cc(C)n(CO)n1,41
CN1CCCN2CCCN=C12,O=S(=O)(F)c1ccc(C(F)(F)F)cc1,Cc1cc(C)n(CO)n1,58
CN1CCCN2CCCN=C12,O=[N+]([O-])c1ccc(S(=O)(=O)F)cc1,Cc1cc(C)n(CO)n1,55
CN1CCCN2CCCN=C12,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Cc1cc(C)n(CO)n1,55
CN(C)C(=NC(C)(C)C)N(C)C,O=S(=O)(F)c1ccc(Cl)cc1,Cc1cc(C)n(CO)n1,62
CN(C)C(=NC(C)(C)C)N(C)C,O=S(=O)(F)c1ccccn1,Cc1cc(C)n(CO)n1,37
CN(C)C(=NC(C)(C)C)N(C)C,O=S(=O)(F)c1ccc(C(F)(F)F)cc1,Cc1cc(C)n(CO)n1,59
CN(C)C(=NC(C)(C)C)N(C)C,O=[N+]([O-])c1ccc(S(=O)(=O)F)cc1,Cc1cc(C)n(CO)n1,59
CN(C)C(=NC(C)(C)C)N(C)C,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Cc1cc(C)n(CO)n1,52
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=S(=O)(F)c1ccc(Cl)cc1,Cc1cc(C)n(CO)n1,66
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=S(=O)(F)c1ccccn1,Cc1cc(C)n(CO)n1,34
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=S(=O)(F)c1ccc(C(F)(F)F)cc1,Cc1cc(C)n(CO)n1,65
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=[N+]([O-])c1ccc(S(=O)(=O)F)cc1,Cc1cc(C)n(CO)n1,60
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Cc1cc(C)n(CO)n1,57
C1CCC2=NCCCN2CC1,O=S(=O)(F)c1ccc(Cl)cc1,COC(=O)CCCOc1cc([N+](=O)[O-])c(C(C)O)cc1OC,28
C1CCC2=NCCCN2CC1,O=S(=O)(F)c1ccccn1,COC(=O)CCCOc1cc([N+](=O)[O-])c(C(C)O)cc1OC,29
C1CCC2=NCCCN2CC1,O=S(=O)(F)c1ccc(C(F)(F)F)cc1,COC(=O)CCCOc1cc([N+](=O)[O-])c(C(C)O)cc1OC,40
C1CCC2=NCCCN2CC1,O=[N+]([O-])c1ccc(S(=O)(=O)F)cc1,COC(=O)CCCOc1cc([N+](=O)[O-])c(C(C)O)cc1OC,38
C1CCC2=NCCCN2CC1,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,COC(=O)CCCOc1cc([N+](=O)[O-])c(C(C)O)cc1OC,25
CN1CCCN2CCCN=C12,O=S(=O)(F)c1ccc(Cl)cc1,COC(=O)CCCOc1cc([N+](=O)[O-])c(C(C)O)cc1OC,38
CN1CCCN2CCCN=C12,O=S(=O)(F)c1ccccn1,COC(=O)CCCOc1cc([N+](=O)[O-])c(C(C)O)cc1OC,34
CN1CCCN2CCCN=C12,O=S(=O)(F)c1ccc(C(F)(F)F)cc1,COC(=O)CCCOc1cc([N+](=O)[O-])c(C(C)O)cc1OC,47
CN1CCCN2CCCN=C12,O=[N+]([O-])c1ccc(S(=O)(=O)F)cc1,COC(=O)CCCOc1cc([N+](=O)[O-])c(C(C)O)cc1OC,46
CN1CCCN2CCCN=C12,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,COC(=O)CCCOc1cc([N+](=O)[O-])c(C(C)O)cc1OC,18
CN(C)C(=NC(C)(C)C)N(C)C,O=S(=O)(F)c1ccc(Cl)cc1,COC(=O)CCCOc1cc([N+](=O)[O-])c(C(C)O)cc1OC,49
CN(C)C(=NC(C)(C)C)N(C)C,O=S(=O)(F)c1ccccn1,COC(=O)CCCOc1cc([N+](=O)[O-])c(C(C)O)cc1OC,31
CN(C)C(=NC(C)(C)C)N(C)C,O=S(=O)(F)c1ccc(C(F)(F)F)cc1,COC(=O)CCCOc1cc([N+](=O)[O-])c(C(C)O)cc1OC,57
CN(C)C(=NC(C)(C)C)N(C)C,O=[N+]([O-])c1ccc(S(=O)(=O)F)cc1,COC(=O)CCCOc1cc([N+](=O)[O-])c(C(C)O)cc1OC,52
CN(C)C(=NC(C)(C)C)N(C)C,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,COC(=O)CCCOc1cc([N+](=O)[O-])c(C(C)O)cc1OC,18
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=S(=O)(F)c1ccc(Cl)cc1,COC(=O)CCCOc1cc([N+](=O)[O-])c(C(C)O)cc1OC,41
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=S(=O)(F)c1ccccn1,COC(=O)CCCOc1cc([N+](=O)[O-])c(C(C)O)cc1OC,24
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=S(=O)(F)c1ccc(C(F)(F)F)cc1,COC(=O)CCCOc1cc([N+](=O)[O-])c(C(C)O)cc1OC,52
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=[N+]([O-])c1ccc(S(=O)(=O)F)cc1,COC(=O)CCCOc1cc([N+](=O)[O-])c(C(C)O)cc1OC,42
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,COC(=O)CCCOc1cc([N+](=O)[O-])c(C(C)O)cc1OC,9
C1CCC2=NCCCN2CC1,O=S(=O)(F)c1ccc(Cl)cc1,C[C@@H]([C@H](O)c1ccccc1)N1CCCC1,23
C1CCC2=NCCCN2CC1,O=S(=O)(F)c1ccccn1,C[C@@H]([C@H](O)c1ccccc1)N1CCCC1,42
C1CCC2=NCCCN2CC1,O=S(=O)(F)c1ccc(C(F)(F)F)cc1,C[C@@H]([C@H](O)c1ccccc1)N1CCCC1,19
C1CCC2=NCCCN2CC1,O=[N+]([O-])c1ccc(S(=O)(=O)F)cc1,C[C@@H]([C@H](O)c1ccccc1)N1CCCC1,34
C1CCC2=NCCCN2CC1,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C[C@@H]([C@H](O)c1ccccc1)N1CCCC1,35
CN1CCCN2CCCN=C12,O=S(=O)(F)c1ccc(Cl)cc1,C[C@@H]([C@H](O)c1ccccc1)N1CCCC1,48
CN1CCCN2CCCN=C12,O=S(=O)(F)c1ccccn1,C[C@@H]([C@H](O)c1ccccc1)N1CCCC1,59
CN1CCCN2CCCN=C12,O=S(=O)(F)c1ccc(C(F)(F)F)cc1,C[C@@H]([C@H](O)c1ccccc1)N1CCCC1,60
CN1CCCN2CCCN=C12,O=[N+]([O-])c1ccc(S(=O)(=O)F)cc1,C[C@@H]([C@H](O)c1ccccc1)N1CCCC1,63
CN1CCCN2CCCN=C12,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C[C@@H]([C@H](O)c1ccccc1)N1CCCC1,63
CN(C)C(=NC(C)(C)C)N(C)C,O=S(=O)(F)c1ccc(Cl)cc1,C[C@@H]([C@H](O)c1ccccc1)N1CCCC1,10
CN(C)C(=NC(C)(C)C)N(C)C,O=S(=O)(F)c1ccccn1,C[C@@H]([C@H](O)c1ccccc1)N1CCCC1,36
CN(C)C(=NC(C)(C)C)N(C)C,O=S(=O)(F)c1ccc(C(F)(F)F)cc1,C[C@@H]([C@H](O)c1ccccc1)N1CCCC1,41
CN(C)C(=NC(C)(C)C)N(C)C,O=[N+]([O-])c1ccc(S(=O)(=O)F)cc1,C[C@@H]([C@H](O)c1ccccc1)N1CCCC1,58
CN(C)C(=NC(C)(C)C)N(C)C,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C[C@@H]([C@H](O)c1ccccc1)N1CCCC1,65
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=S(=O)(F)c1ccc(Cl)cc1,C[C@@H]([C@H](O)c1ccccc1)N1CCCC1,18
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=S(=O)(F)c1ccccn1,C[C@@H]([C@H](O)c1ccccc1)N1CCCC1,43
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=S(=O)(F)c1ccc(C(F)(F)F)cc1,C[C@@H]([C@H](O)c1ccccc1)N1CCCC1,55
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=[N+]([O-])c1ccc(S(=O)(=O)F)cc1,C[C@@H]([C@H](O)c1ccccc1)N1CCCC1,35
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C[C@@H]([C@H](O)c1ccccc1)N1CCCC1,82
C1CCC2=NCCCN2CC1,O=S(=O)(F)c1ccc(Cl)cc1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CO,6
C1CCC2=NCCCN2CC1,O=S(=O)(F)c1ccccn1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CO,6
C1CCC2=NCCCN2CC1,O=S(=O)(F)c1ccc(C(F)(F)F)cc1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CO,8
C1CCC2=NCCCN2CC1,O=[N+]([O-])c1ccc(S(=O)(=O)F)cc1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CO,11
C1CCC2=NCCCN2CC1,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC(C)=CCC/C(C)=C/CC/C(C)=C/CO,15
CN1CCCN2CCCN=C12,O=S(=O)(F)c1ccc(Cl)cc1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CO,21
CN1CCCN2CCCN=C12,O=S(=O)(F)c1ccccn1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CO,16
CN1CCCN2CCCN=C12,O=S(=O)(F)c1ccc(C(F)(F)F)cc1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CO,23
CN1CCCN2CCCN=C12,O=[N+]([O-])c1ccc(S(=O)(=O)F)cc1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CO,22
CN1CCCN2CCCN=C12,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC(C)=CCC/C(C)=C/CC/C(C)=C/CO,25
CN(C)C(=NC(C)(C)C)N(C)C,O=S(=O)(F)c1ccc(Cl)cc1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CO,33
CN(C)C(=NC(C)(C)C)N(C)C,O=S(=O)(F)c1ccccn1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CO,24
CN(C)C(=NC(C)(C)C)N(C)C,O=S(=O)(F)c1ccc(C(F)(F)F)cc1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CO,34
CN(C)C(=NC(C)(C)C)N(C)C,O=[N+]([O-])c1ccc(S(=O)(=O)F)cc1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CO,28
CN(C)C(=NC(C)(C)C)N(C)C,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC(C)=CCC/C(C)=C/CC/C(C)=C/CO,25
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=S(=O)(F)c1ccc(Cl)cc1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CO,52
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=S(=O)(F)c1ccccn1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CO,36
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=S(=O)(F)c1ccc(C(F)(F)F)cc1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CO,52
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=[N+]([O-])c1ccc(S(=O)(=O)F)cc1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CO,39
CC(C)(C)N=P(N1CCCC1)(N1CCCC1)N1CCCC1,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC(C)=CCC/C(C)=C/CC/C(C)=C/CO,32
C1CCC2=NCCCN2CC1,O=S(=O)(F)c1ccc(Cl)cc1,C=CC(O)CCCCCCC,22
C1CCC2=NCCCN2CC1,O=S(=O)(F)c1ccccn1,C=CC(O)CCCCCCC,12
C1CCC2=NCCCN2CC1,O=S(=O)(F)c1ccc(C(F)(F)F)cc1,C=CC(O)CCCCCCC,23
C1CCC2=NCCCN2CC1,O=[N+]([O-])c1ccc(S(=O)(=O)F)cc1,C=CC(O)CCCCCCC,22
C1CCC2=NCCCN2CC1,O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C=CC(O)CCCCCCC,13
